Category_Type,Original_English,Translated_Korean
선택,Loose Leaf Binder Paper,느슨한 잎 바인더 종이
선택,Magnetic Hooks,자석 후크
선택,Index Cards,색인 카드
선택,Multi Testers,멀티 테스터
선택,AA,AA
선택,Magnifiers,돋보기
선택,Letter & Legal Ruled Pads,문자 및 법률 괘선 패드
선택,Sharps Containers,샤프 용기
선택,Dried Vegetables,말린 야채
선택,Wall-Mount Mailboxes,벽걸이형 우편함
선택,House Numbers,집 번호
선택,Jugs,주전자
선택,Liquid Detergent,액체 세제
선택,Psoriasis & Rosacea Care,건선 및 주사비 관리
선택,Insect Bite Relief,벌레 물림 완화
선택,Cartridges,카트리지
선택,Elastics & Ties,고무줄 & 넥타이
선택,Fitness Planners,피트니스 플래너
선택,Wooden Lead Pencils,나무 연필
선택,Makeup Mirrors,화장거울
선택,Plush Pillows,플러시 베개
선택,Flowers & Plants,꽃과 식물
선택,House & Home,하우스 & 홈
선택,Greeting Cards,인사말 카드
선택,Sonic,소닉
선택,Kitchen Trash Cans,주방 쓰레기통
선택,Windscreens,앞유리
선택,Liner & Shadow Combinations,라이너 및 섀도우 조합
선택,Eyeshadow,아이섀도우
선택,Irons,족쇄
선택,Sheet & Pillowcase Sets,시트 및 베갯잇 세트
선택,Face Mists,얼굴 안개
선택,Powder Detergent,분말세제
선택,Lint Removers,보푸라기 제거제
선택,Cup Holders,컵홀더
선택,Garbage Cans,쓰레기통
선택,Key Shells,키 쉘
선택,Wart Removal,사마귀 제거
선택,Back Braces,등 교정기
선택,Forceps & Hemostats,겸자 및 지혈기
선택,Sunscreens & Tanning Products,자외선 차단제 및 태닝 제품
선택,Beach Towels,비치 타월
선택,Shower Caddies,샤워 캐디
선택,Cradles,크래들
선택,Bleaching,표백
선택,Spiral Notebooks,나선형 노트북
선택,Gel Ink Rollerball Pens,젤 잉크 롤러볼 펜
선택,Seat Back Organizers,좌석 등받이 정리함
선택,Blush,붉히다
선택,Hair Dryers,헤어드라이어
선택,Antiperspirants,발한억제제
선택,Creams & Lotions,크림 & 로션
선택,Draft Stoppers,드래프트 스토퍼
선택,Rack Accessories,랙 액세서리
선택,Portable Bluetooth Speakers,휴대용 블루투스 스피커
선택,Restraints,구속
선택,Popcorn Poppers,팝콘 포퍼
선택,Floor Lamps,플로어 램프
선택,Bed Blankets,침대 담요
선택,Ice Scrapers & Snow Brushes,얼음 긁는 도구/눈 브러쉬
선택,Sour Candy,사워 캔디
선택,Access-Control Keypads,액세스 제어 키패드
선택,Flea Powders,벼룩 가루
선택,Pocket Knives & Folding Knives,주머니칼 및 접이식 칼
선택,Stun Guns,스턴건
선택,Utility Knives,유틸리티 나이프
선택,Safety,안전
선택,Tattoo Inks,문신 잉크
선택,Chemical Resistant Gloves,내화학성 장갑
선택,Personal Cleansing Wipes,개인 클렌징 물티슈
선택,Towers,타워
선택,Exam Gloves,시험 장갑
선택,Bullet Cameras,불릿 카메라
선택,Upright Filters,직립형 필터
선택,Corn & Callus Remover Cushions,옥수수/캘러스 제거 쿠션
선택,Candy & Chocolate Bars,캔디 및 초콜릿 바
선택,Tool & Gadget Sets,도구 및 장치 세트
선택,Jams & Preserves,잼 및 보존 식품
선택,Essential Oil Singles,에센셜 오일 싱글
선택,BDSM,장난감
선택,Candy & Chocolate Gifts,캔디 및 초콜릿 선물
선택,Decorative Signs & Plaques,장식 간판 및 명판
선택,Decorative Boxes,장식 상자
선택,Chewing & Bubble Gum,씹는 풍선껌
선택,Drinking Jars,마시는 항아리
선택,Kids & Family,어린이 및 가족
선택,Shaving Soaps,면도 비누
선택,Woks & Stir-Fry Pans,웍 및 볶음 팬
선택,Routers,라우터
선택,Modems,모뎀
선택,Syrups,시럽
선택,Bath Towels,목욕 타월
선택,Square & Rectangular,정사각형 및 직사각형
선택,Comedy,코메디
선택,Action & Adventure,액션 & 어드벤처
선택,Cookware Sets,조리기구 세트
선택,Insoles,깔창
선택,Drama,드라마
선택,Jigsaw Puzzles,직소 퍼즐
선택,Roasted Coffee Beans,볶은 커피 콩
선택,3D Printing Filament,3D 프린팅 필라멘트
선택,3D Printer Accessories,3D 프린터 액세서리
선택,Asthma Medicine,천식의학
선택,3D Printer Extruders,3D 프린터 압출기
선택,Socket Head Screws,소켓 머리 나사
선택,Artificial Fruit,인공 과일
선택,Water Filters,정수 필터
선택,Recliner Parts,안락의자 부품
선택,Air Cleaner Intake,공기 청정기 흡입
선택,Powdered Drink Mixes & Flavorings,분말 음료 믹스 및 향료
선택,Caramels,캐러멜
선택,Snack & Trail Mixes,스낵 및 트레일 믹스
선택,Medications,약물
선택,Sinus Medicine,부비동의학
선택,Party Mix,파티 믹스
선택,Memorials & Funerary,기념관 및 장례식
선택,Dry Erase & Wet Erase Markers,건식 지우기 및 습식 지우기 마커
선택,Mixing Bowls,믹싱볼
선택,Science Fiction & Fantasy,SF 및 판타지
선택,Gun Holsters,총 홀스터
선택,Runners,주자
선택,Wall Pediments,벽 페디먼트
선택,Vocal Pop,보컬팝
선택,HDMI Cables,HDMI 케이블
선택,Alarm Clocks,알람시계
선택,Stain Removers,얼룩 제거제
선택,Dice Games,주사위 게임
선택,Socks & Insoles,양말 및 안창
선택,Roasting Pans,로스팅 팬
선택,Multigenerational,다세대
선택,Automatic Feeders,자동 공급기
선택,Ballpoint Pens,볼펜
선택,Boomboxes,붐박스
선택,Emotions & Feelings,감정과 느낌
선택,Hard Drive Bags & Cases,하드 드라이브 가방 및 케이스
선택,Knee Braces,무릎 교정기
선택,Toilet Tissue Aids,화장실 휴지 보조제
선택,Raised Toilet Seats,제기 변기 시트
선택,Fabric Cleaners,패브릭 클리너
선택,Baby & Toddler Carriers,영유아 캐리어
선택,Toilet Safety Frames & Rails,화장실 안전 프레임 및 레일
선택,Bowling Roller Bags,볼링 롤러 가방
선택,Address Books,주소록
선택,Leg Positioner Pillows,다리 포지셔너 베개
선택,Booster,부스터
선택,Sock & Stocking Aids,양말/스타킹 보조용품
선택,Swabs & Wipes,면봉 및 물티슈
선택,Toothbrush Replacement Heads,칫솔 교체 헤드
선택,All-Purpose Cleaners,다목적 세척제
선택,"""Kids' Backpacks""",어린이 배낭
선택,Bikini Trimmers,비키니 트리머
선택,Exercise Bikes,운동용 자전거
선택,Chin Straps,턱끈
선택,Calf & Shin Supports,종아리 & 정강이 지지대
선택,Coin & Button Cell,코인 및 버튼 셀
선택,Lids,뚜껑
선택,Devotionals,영적 모임
선택,Computer Microphones,컴퓨터 마이크
선택,Shaving & Grooming Sets,면도 및 미용 세트
선택,Balls,불알
선택,Family,가족
선택,Cleaning Fluids,세척액
선택,Batting Tees,타격 티
선택,Train Tracks,기차 트랙
선택,Vehicle Playsets,차량 플레이 세트
선택,Toothbrush Holders,칫솔 홀더
선택,Toothbrush Travel Containers,칫솔 여행용 용기
선택,DVD Players,DVD 플레이어
선택,Coloring Pens & Markers,컬러링 펜 및 마커
선택,Magnets & Magnetic Toys,자석 및 자석 장난감
선택,Dry Erase Boards,드라이 지우기 보드
선택,Parents,부모
선택,Squeeze Toys,스퀴즈 토이
선택,Laminating Supplies,라미네이팅 용품
선택,Round Ring Binders,라운드 링 바인더
선택,Automobile Chargers,자동차 충전기
선택,Revolution & Founding,혁명과 건국
선택,DVD,DVD
선택,Badge Holders,배지 홀더
선택,Tumblers & Water Glasses,텀블러 및 물잔
선택,Squeak Toys,끽끽거리는 장난감
선택,Desk Caddies,데스크 캐디
선택,Pet Collars,애완동물 목걸이
선택,Weighted Blankets,가중 담요
선택,Chargers,충전기
선택,Gamepads & Standard Controllers,게임패드 및 표준 컨트롤러
선택,Anime & Cartoons,애니메이션 및 만화
선택,Wine Glasses,와인잔
선택,Use of Color,색상의 사용
선택,Safety Face Shields,안전 안면 보호대
선택,Travel Pillows,여행용 베개
선택,Power Strips,멀티탭
선택,Religion & Spirituality,종교 및 영성
선택,Meditations,명상
선택,Contemporary Women,현대 여성
선택,Procedure Masks,시술 마스크
선택,Irons & Steamers,다리미 및 스티머
선택,Replacement Countertop Water Filters,교체용 조리대 정수 필터
선택,Allergy Medicine,알레르기 약
선택,Cookbook Stands,요리책 스탠드
선택,Envelope Mailers,봉투 우편물
선택,Infusion Mugs,주입 머그
선택,Carbon Monoxide Detectors,일산화탄소 감지기
선택,Metal Polishes,금속 광택제
선택,Pill Dispensers,알약 디스펜서
선택,Hip & Waist Supports,엉덩이 및 허리 지지대
선택,Shower Curtain Sets,샤워 커튼 세트
선택,Wristbands,손목밴드
선택,Picture Hangers,그림걸이
선택,Bathtub Mats,욕조 매트
선택,Kitchen Rugs,주방 러그
선택,Magnetic Tape,자기테이프
선택,Pegs & Pins,페그 및 핀
선택,Cold Packs,콜드팩
선택,Disposable Cup Dust Safety Masks,일회용 컵 먼지 안전 마스크
선택,Car Wash Equipment,세차 장비
선택,Activity & Fitness Trackers,활동 및 피트니스 추적기
선택,State & Local,주 및 지방
선택,Crunchy Treats,바삭바삭한 간식
선택,Check Registers,레지스터 확인
선택,Journalism & Nonfiction,저널리즘 및 논픽션
선택,Rich & Famous,부자와 유명인
선택,Coming of Age,성년의 도래
선택,Biographical,전기
선택,Biographies & Memoirs,전기 및 회고록
선택,Accessory Kits,액세서리 키트
선택,Thermoses,보온병
선택,Inspirational,영감을 주는
선택,Faith,믿음
선택,Tea Gifts,차 선물
선택,Clipboards,클립보드
선택,Computer Speakers,컴퓨터 스피커
선택,Furniture Pads,가구 패드
선택,Earwax Removal,귀지 제거
선택,Religion,종교
선택,Kitchen Storage & Organization Accessories,주방 보관 및 정리용품
선택,Guides,가이드
선택,Wedges & Body Positioners,웨지 및 바디 포지셔너
선택,Managerial & Executive Chairs,경영 및 집행위원장
선택,Lancets,란셋
선택,Assembly & Disentanglement Puzzles,조립 및 풀기 퍼즐
선택,Clay & Dough,점토와 반죽
선택,Digital Picture Frames,디지털 액자
선택,Stockings,스타킹
선택,Grip Strengtheners,그립 강화제
선택,Shoe Covers,신발 커버
선택,Spatulas,주걱
선택,Keyless Entry Systems,열쇠가 없는 출입 시스템
선택,Friendship,우정
선택,Sports & Outdoor Play,스포츠 및 야외 놀이
선택,Porous-Point Pens,다공성 포인트 펜
선택,Craft Kits,공예 키트
선택,Plush Toys,봉제 인형
선택,Hearing Amplifiers,청각 증폭기
선택,Colonial Period,식민지 시대
선택,Cosmology,우주론
선택,USB Network Adapters,USB 네트워크 어댑터
선택,Door Hardware & Locks,도어 하드웨어 및 잠금 장치
선택,Soaps,비누
선택,Household Batteries,가정용 배터리
선택,Disinfectants,소독제
선택,Repair Kits,수리 키트
선택,Bottles,병
선택,Soldering Stations,납땜 스테이션
선택,Tweezers,족집게
선택,Internal Solid State Drives,내부 솔리드 스테이트 드라이브
선택,Lightning Cables,라이트닝 케이블
선택,SATA Cables,SATA 케이블
선택,RCA,RCA
선택,Strap Extenders,스트랩 익스텐더
선택,Gels,젤
선택,Disposable Respirators,일회용 호흡기
선택,Magnetic Circuit Breakers,자기 회로 차단기
선택,Voltage Testers,전압 테스터
선택,Hair Accessories,헤어 액세서리
선택,Laptop Replacement Parts,노트북 교체 부품
선택,9V,9V
선택,Grits,거칠게 탄 옥수수
선택,Noodle,누들
선택,Downloadable Content,다운로드 가능한 콘텐츠
선택,DVI,DVI
선택,Memory,메모리
선택,Computer Cases,컴퓨터 케이스
선택,Mouse Pads,마우스 패드
선택,Graphics Cards,그래픽 카드
선택,CPU Cooling Fans,CPU 냉각 팬
선택,Bed Pillows,침대 베개
선택,Disposable Diapers,일회용 기저귀
선택,Openers & Parts,오프너 및 부품
선택,Fruit Snacks,과일 스낵
선택,Drawing & Writing Boards,그리기 및 쓰기 보드
선택,Psychological,심리적
선택,Accessories for Tablets,태블릿용 액세서리
선택,Learning Systems,학습 시스템
선택,Kiddie Pools,어린이 수영장
선택,Early Childhood Education Materials,유아교육자료
선택,Paper Craft,종이 공예
선택,Spice Racks,향신료 선반
선택,Wooden Colored Pencils,나무 색연필
선택,Tarot,타로
선택,Printing & Stamping,인쇄 및 스탬핑
선택,Illustration,삽화
선택,Entertainment,오락
선택,Floating Shelves,플로팅 선반
선택,Fiction,소설
선택,Literature & Fiction,문학과 소설
선택,Child Seats,어린이용 시트
선택,"""Kids' Helmets""",어린이용 헬멧
선택,Gift Wrapping Supplies,선물 포장 용품
선택,Fantasy & Magic,판타지와 마법
선택,Puzzle Play Mats,퍼즐 플레이 매트
선택,Pregnancy & Childbirth,임신과 출산
선택,Travel,여행하다
선택,Humor & Satire,유머와 풍자
선택,British & Irish,영국 및 아일랜드
선택,Musical Toys,뮤지컬 장난감
선택,Executive Desk Toys,임원용 책상 장난감
선택,Atlases,아틀라스
선택,Ovulation Tests,배란 테스트
선택,Wildlife,야생 생물
선택,Magnetic Letters & Words,자석 문자 및 단어
선택,Electronic Learning Toys,전자 학습 장난감
선택,Magnetic & Felt Playboards,자기 및 펠트 플레이보드
선택,Memoirs,논문집
선택,Gothic & Romantic,고딕 & 로맨틱
선택,Countertop Soap Dispensers,조리대 비누 디스펜서
선택,Eyewear Retainers,안경 리테이너
선택,Interior Care,인테리어 케어
선택,Laundry Sorters,세탁물 분류기
선택,Being a Teen,십대가 되는 것
선택,Siblings,형제
선택,Hand Puppets,손 인형
선택,Class Records & Lesson Books,수업 기록 및 수업 도서
선택,Classics,고전
선택,Criticism & Theory,비판과 이론
선택,Filing Products,파일링 제품
선택,"""Kids' Room Décor""",키즈 룸 장식
선택,Teachers Calendars & Planners,교사 캘린더 및 플래너
선택,Cultural Heritage,문화유산
선택,Paranormal,초자연적
선택,Wall Clocks,벽시계
선택,Mounting Tape,장착 테이프
선택,Family Life,가족 생활
선택,Workbooks,통합 문서
선택,Favors,호의
선택,Makeup,조립
선택,Puzzle Boxes,퍼즐 상자
선택,Memory Books,메모리북
선택,Newborn Gift Sets,신생아 선물 세트
선택,Science Kits & Toys,과학 키트 및 장난감
선택,Beginner Readers,초보 독자
선택,Pools & Water Toys,수영장 및 물놀이 장난감
선택,Swaddling Blankets,포대기 담요
선택,Awards & Incentives Supplies,시상 및 인센티브 용품
선택,Bedside Cribs,침대 옆 유아용 침대
선택,Nursing Pads,간호 패드
선택,Protective Briefs & Underwear,보호 브리프 및 속옷
선택,Pacifiers,젖꼭지
선택,Coloring Books,색칠하기 책
선택,English,영어
선택,Handwriting,필적
선택,Glider & Ottoman Sets,글라이더 및 오토만 세트
선택,Head & Body Supports,머리 및 신체 지지대
선택,Guinea Pigs & Squirrels,기니피그와 다람쥐
선택,Pacifier Accessories,젖꼭지 액세서리
선택,Lunch Bags,점심 가방
선택,Index & Business Card Files,색인 및 명함 파일
선택,Dictionaries,사전
선택,Drafting Compasses,제도용 컴퍼스
선택,Pillows,베개
선택,Puzzles,퍼즐
선택,Floor Seats & Loungers,바닥 좌석 및 라운저
선택,Action Figures,액션 피규어
선택,Statues,조각상
선택,Adhesive Card Holders,접착식 카드 홀더
